time_referencia,competicao,pais_competicao,data_jogo,time_casa,time_fora,jogo,resultado,formacao_casa,formacao_fora,titulares_casa,titulares_fora,substituicoes,gols,assistencias
Canada,Int. Friendly Games,World,2024-06-09 19:15:00,France,Canada,France x Canada,0 x 0,4-2-3-1,4-4-2,Mike Maignan | Jules Koundé | William Saliba | Dayot Upamecano | Theo Hernández | N'Golo Kanté | Eduardo Camavinga | Ousmane Dembélé | Antoine Griezmann | Marcus Thuram | Olivier Giroud,Maxime Crépeau | Alistair Johnston | Moise Bombito | Derek Cornelius | Alphonso Davies | Tajon Buchanan | Stephen Eustaquio | Ismael Koné | Liam Millar | Jonathan David | Cyle Larin,[CASA] 87' Randal Kolo Muani entrou no lugar de Antoine Griezmann | [FORA] 84' Tani Oluwaseyi entrou no lugar de Ismael Koné | [FORA] 84' Kyle Hiebert entrou no lugar de Alphonso Davies | [FORA] 84' Jacob Shaffelburg entrou no lugar de Tajon Buchanan | [CASA] 74' Kylian Mbappé entrou no lugar de Ousmane Dembélé | [CASA] 74' Kingsley Coman entrou no lugar de Marcus Thuram | [FORA] 71' Kamal Miller entrou no lugar de Derek Cornelius | [FORA] 71' Jonathan Osorio entrou no lugar de Cyle Larin | [FORA] 63' Richie Laryea entrou no lugar de Alistair Johnston | [CASA] 62' Ibrahima Konaté entrou no lugar de Dayot Upamecano | [CASA] 62' Bradley Barcola entrou no lugar de Olivier Giroud | [CASA] 46' Ferland Mendy entrou no lugar de Theo Hernández,,
Bosnia & Herzegovina,Int. Friendly Games,World,2024-06-09 18:45:00,Italy,Bosnia & Herzegovina,Italy x Bosnia & Herzegovina,1 x 0,3-4-2-1,3-5-1-1,Gianluigi Donnarumma | Matteo Darmian | Alessandro Buongiorno | Riccardo Calafiori | Raoul Bellanova | Jorginho | Nicolò Fagioli | Andrea Cambiaso | Davide Frattesi | Federico Chiesa | Gianluca Scamacca,Kenan Pirić | Anel Ahmedhodžić | Nikola Katić | Ermin Bičakčić | Jusuf Gazibegović | Haris Hajradinović | Benjamin Tahirović | Dario Šarić | Nihad Mujakić | Armin Gigović | Ermedin Demirović,[FORA] 89' Tarik Muharemović entrou no lugar de Nikola Katić | [FORA] 89' Madžid Šošić entrou no lugar de Armin Gigović | [CASA] 84' Mateo Retegui entrou no lugar de Gianluca Scamacca | [FORA] 81' Dennis Hadžikadunić entrou no lugar de Nihad Mujakić | [CASA] 77' Giacomo Raspadori entrou no lugar de Federico Chiesa | [CASA] 76' Michael Folorunsho entrou no lugar de Davide Frattesi | [FORA] 67' Dženis Burnić entrou no lugar de Haris Hajradinović | [FORA] 67' Denis Huseinbašić entrou no lugar de Dario Šarić | [CASA] 66' Federico Dimarco entrou no lugar de Raoul Bellanova | [CASA] 66' Bryan Cristante entrou no lugar de Nicolò Fagioli | [CASA] 65' Lorenzo Pellegrini entrou no lugar de Jorginho,[CASA] 38' Davide Frattesi,[CASA] 38' Federico Chiesa -> Davide Frattesi
Tunisia,"FIFA World Cup, Qualification CAF, Group H",Africa,2024-06-09 16:00:00,Namibia,Tunisia,Namibia x Tunisia,0 x 0,4-2-3-1,4-3-3,Lloyd Junior Kazapua | Erasmus Ikeinge | Charles Hambira | Ivan Kamberipa | Riaan Hanamub | Tjipe Karuuombe | Aprocious Petrus | Bethuel Muzeu | Romeo Kasume | Deon Hotto | Erastus Kulula,Bechir Ben Said | Hamza Mathlouthi | Yassine Meriah | Montassar Talbi | Ali Abdi | Hamza Rafia | Nader Ghandri | Ellyes Skhiri | Elias Achouri | Haythem Jouini | Elias Saad,[CASA] 90' Ndjiraeree Maharero entrou no lugar de Bethuel Muzeu | [FORA] 88' Wajdi Sahli entrou no lugar de Hamza Rafia | [CASA] 86' Moses Shidolo entrou no lugar de Tjipe Karuuombe | [CASA] 80' Fares Haidula entrou no lugar de Erastus Kulula | [FORA] 56' Mortadha Ben Ouanes entrou no lugar de Elias Saad | [FORA] 43' Ghayléne Chaaleli entrou no lugar de Nader Ghandri,,
Senegal,"FIFA World Cup, Qualification CAF, Group B",Africa,2024-06-09 16:00:00,Mauritania,Senegal,Mauritania x Senegal,0 x 1,4-2-3-1,3-4-3,Babacar Niasse | Hassan Houbeib | Lamine Ba | Nouh Mohamed El Abd | Khadim Diaw | Abdallahi Mahmoud | Oumar Ngom | Idrissa Thiam | Guessouma Fofana | Aboubakary Koita | Pape Ibnou Ba,Edouard Mendy | Abdou Diallo | Kalidou Koulibaly | Abdoulaye Seck | Habib Diarra | Idrissa Gana Gueye | Pape Matar Sarr | Mamadou Lamine Camara | Ismaïla Sarr | Habibou Diallo | Iliman Ndiaye,[FORA] 90' Abdallah Sima entrou no lugar de Iliman Ndiaye | [CASA] 90' Mouhamed Soueid entrou no lugar de Oumar Ngom | [FORA] 83' Nampalys Mendy entrou no lugar de Lamine Camara | [CASA] 79' Bakari Camara entrou no lugar de Guessouma Fofana | [FORA] 76' Cherif Ndiaye entrou no lugar de Habibou Diallo | [CASA] 63' Aboubakar Kamara entrou no lugar de Pape Ibnou Ba | [CASA] 62' Papa Ndiaga Yade entrou no lugar de Abdallahi Mahmoud | [CASA] 62' Sidi Amar Bouna entrou no lugar de Idrissa Thiam | [FORA] 46' Formose Mendy entrou no lugar de Habib Diarra,[FORA] 27' Habibou Diallo,[FORA] 27' Pape Matar Sarr -> Habibou Diallo
DR Congo,"FIFA World Cup, Qualification CAF, Group B",Africa,2024-06-09 16:00:00,DR Congo,Togo,DR Congo x Togo,1 x 0,4-4-2,3-4-1-2,Dimitry Bertaud | Gedeon Kalulu | Chancel Mbemba | Henoc Inonga | Joris Kayembe | Gaël Kakuta | Samuel Moutoussamy | Dylan Batubinsika | Yoane Wissa | Meschak Elia | Samuel Essende,Wassiou Ouro-Gneni | Alaixys Romao | Klousseh Agbozo | Djené | Khaled Narey | Roger Aholou | Karim Dermane | Marouf Tchakei | Jean Claude Aziangbe | Ihlas Bebou | Kévin Denkey,[CASA] 90' Aaron Tshibola entrou no lugar de Samuel Moutoussamy | [FORA] 87' Thibault Klidjé entrou no lugar de Khaled Narey | [CASA] 81' Chadrac Akolo entrou no lugar de Meschak Elia | [FORA] 68' Yaw Annor entrou no lugar de Jean Claude Aziangbe | [CASA] 63' Théo Bongonda entrou no lugar de Yoane Wissa | [CASA] 62' Fiston Mayele entrou no lugar de Samuel Essende | [FORA] 46' Kodjo Fo Doh Laba entrou no lugar de Kévin Denkey | [CASA] 46' Charles Pickel entrou no lugar de Gaël Kakuta | [FORA] 10' Sadik Fofana entrou no lugar de Klousseh Agbozo,[CASA] 6' Meschak Elia,[CASA] 6' Yoane Wissa -> Meschak Elia
Brazil,Int. Friendly Games,World,2024-06-09 01:00:00,Mexico,Brazil,Mexico x Brazil,2 x 3,4-3-3,4-3-3,Julio González | Israel Reyes | Edson Álvarez | Johan Vásquez | Gerardo Arteaga | Luis Chávez | Luis Romo | Carlos Rodríguez | Uriel Antuna | Santiago Giménez | Julián Quiñones,Alisson | Yan Couto | Éder Militão | Bremer | Guilherme Arana | Éderson | Douglas Luiz | Andreas Pereira | Savinho | Evanilson | Gabriel Martinelli,[CASA] 89' César Huerta entrou no lugar de Julián Quiñones | [CASA] 89' Guillermo Martínez entrou no lugar de Santiago Giménez | [FORA] 84' João Gomes entrou no lugar de Éderson | [CASA] 79' Jordi Cortizo entrou no lugar de Uriel Antuna | [FORA] 74' Bruno Guimarães entrou no lugar de Douglas Luiz | [FORA] 74' Vinícius Júnior entrou no lugar de Savinho | [CASA] 62' Alexis Vega entrou no lugar de Luis Chávez | [CASA] 61' Orbelín Pineda entrou no lugar de Carlos Rodríguez | [FORA] 61' Pepê entrou no lugar de Gabriel Martinelli | [FORA] 61' Endrick entrou no lugar de Evanilson | [FORA] 61' Lucas Paquetá entrou no lugar de Andreas Pereira,[FORA] 90+6' Endrick | [CASA] 90+2' Guillermo Martínez | [CASA] 73' Yan Couto | [FORA] 54' Gabriel Martinelli | [FORA] 5' Andreas Pereira,[FORA] 90+6' Vinícius Júnior -> Endrick | [FORA] 54' Yan Couto -> Gabriel Martinelli | [FORA] 5' Savinho -> Andreas Pereira
Curaçao,"World Cup Qualification, CONCACAF 2nd round, Group C",North & Central America,2024-06-09 00:00:00,Aruba,Curaçao,Aruba x Curaçao,0 x 2,4-4-2,3-4-3,Matthew Lentink | Diederick Luydens | Fernando Lewis | Sandro Staal | Darryl Bäly | Steven Rua | Walter Bennett | Jonathan Richard | Kymani Nedd | Isaï Marselia | Terence Groothusen,Eloy Room | Cuco Martina | Jurien Gaari | Sherel Constancio Floranus | Joshua Brenet | Godfried Roemeratoe | Leandro Bacuna | Juninho Bacuna | Jearl Margaritha | Rangelo Janga | Kenji Gorré,[FORA] 85' Xander Severina entrou no lugar de Kenji Gorré | [CASA] 85' Nickenson Paul entrou no lugar de Diederick Luydens | [CASA] 72' Rovien Ostiana entrou no lugar de Jeremy van Uunen | [FORA] 68' Kevin Felida entrou no lugar de Juninho Bacuna | [FORA] 68' Jürgen Locadia entrou no lugar de Rangelo Janga | [CASA] 60' Jeremy van Uunen entrou no lugar de Terence Groothusen | [CASA] 60' Jayden Kruydenhof entrou no lugar de Steven Rua | [CASA] 59' Benjamin Maria entrou no lugar de Kymani Nedd | [FORA] 46' Rayvien Rosario entrou no lugar de Godfried Roemeratoe,[FORA] 90+6' Xander Severina | [FORA] 58' Juninho Bacuna,[FORA] 90+6' Rayvien Rosario -> Xander Severina | [FORA] 58' Jearl Margaritha -> Juninho Bacuna
Colombia,Int. Friendly Games,World,2024-06-08 21:30:00,USA,Colombia,USA x Colombia,1 x 5,4-3-3,4-2-3-1,Matt Turner | Joe Scally | Chris Richards | Tim Ream | Antonee Robinson | Weston McKennie | Johnny Cardoso | Giovanni Reyna | Tim Weah | Folarin Balogun | Christian Pulišić,Camilo Vargas | Daniel Muñoz | Davinson Sánchez | Jhon Lucumí | Johan Mojica | Matheus Uribe | Jefferson Lerma | Jhon Arias | James Rodríguez | Luis Díaz | Rafael Borré,[CASA] 83' Luca De La Torre entrou no lugar de Johnny Cardoso | [FORA] 83' Kevin Castaño entrou no lugar de Jefferson Lerma | [CASA] 72' Ricardo Pepi entrou no lugar de Folarin Balogun | [FORA] 71' Juan Fernando Quintero entrou no lugar de James Rodríguez | [CASA] 71' Yunus Musah entrou no lugar de Weston McKennie | [FORA] 71' Luis Sinisterra entrou no lugar de Luis Díaz | [CASA] 62' Malik Tillman entrou no lugar de Giovanni Reyna | [CASA] 62' Cameron Carter-Vickers entrou no lugar de Tim Ream | [FORA] 62' Jorge Carrascal entrou no lugar de Jhon Arias | [FORA] 62' Jhon Durán entrou no lugar de Rafael Borré | [FORA] 46' Richard Ríos entrou no lugar de Matheus Uribe | [CASA] 46' Haji Wright entrou no lugar de Christian Pulišić,[FORA] 88' Luis Sinisterra | [FORA] 85' Jorge Carrascal | [FORA] 77' Richard Ríos | [CASA] 58' Tim Weah | [FORA] 19' Rafael Borré | [FORA] 6' Jhon Arias,[FORA] 88' Juan Fernando Quintero -> Luis Sinisterra | [FORA] 85' Juan Fernando Quintero -> Jorge Carrascal | [FORA] 77' Luis Sinisterra -> Richard Ríos | [CASA] 58' Folarin Balogun -> Tim Weah | [FORA] 19' Jefferson Lerma -> Rafael Borré
Spain,Int. Friendly Games,World,2024-06-08 19:30:00,Spain,Northern Ireland,Spain x Northern Ireland,5 x 1,4-3-3,5-4-1,Unai Simón | Jesús Navas | Nacho Fernández | Robin Le Normand | Marc Cucurella | Pedri | Rodri | Fabián Ruiz | Lamine Yamal | Álvaro Morata | Nico Williams,Bailey Peacock-Farrell | Trai Hume | Daniel Ballard | Jonny Evans | Eoin Toal | Jamal Lewis | Conor Bradley | Shea Charles | Caolan Boyd-Munce | Isaac Price | Jamie Reid,[FORA] 83' Conor McMenamin entrou no lugar de Isaac Price | [FORA] 77' Brodie Spencer entrou no lugar de Trai Hume | [CASA] 72' Joselu entrou no lugar de Lamine Yamal | [FORA] 66' Dale Taylor entrou no lugar de Jamie Reid | [FORA] 66' Ross McCausland entrou no lugar de Conor Bradley | [CASA] 61' Mikel Merino entrou no lugar de Pedri | [CASA] 53' Mikel Oyarzabal entrou no lugar de Álvaro Morata | [CASA] 53' Aymeric Laporte entrou no lugar de Nacho Fernández | [FORA] 46' Corry Evans entrou no lugar de Caolan Boyd-Munce | [FORA] 46' Jordan Thompson entrou no lugar de Eoin Toal | [CASA] 46' Dani Carvajal entrou no lugar de Jesús Navas | [CASA] 46' Alejandro Grimaldo entrou no lugar de Marc Cucurella,[CASA] 60' Mikel Oyarzabal | [CASA] 35' Fabián Ruiz | [CASA] 29' Pedri | [CASA] 18' Álvaro Morata | [CASA] 12' Pedri | [FORA] 2' Daniel Ballard,[CASA] 60' Lamine Yamal -> Mikel Oyarzabal | [CASA] 35' Lamine Yamal -> Fabián Ruiz | [CASA] 29' Nico Williams -> Pedri | [CASA] 18' Jesús Navas -> Álvaro Morata | [CASA] 12' Nacho Fernández -> Pedri | [FORA] 2' Caolan Boyd-Munce -> Daniel Ballard
Belgium,Int. Friendly Games,World,2024-06-08 18:00:00,Belgium,Luxembourg,Belgium x Luxembourg,3 x 0,4-2-3-1,5-4-1,Koen Casteels | Timothy Castagne | Wout Faes | Axel Witsel | Thomas Meunier | Orel Mangala | Amadou Onana | Leandro Trossard | Kevin De Bruyne | Jérémy Doku | Romelu Lukaku,Anthony Moris | Eldin Džogović | Maxime Chanot | Enes Mahmutović | Laurent Jans | Dirk Carlson | Danel Sinani | Chris Philipps | Christopher Martins | Mathias Olesen | Gerson Rodrigues,[FORA] 86' David Jonathans entrou no lugar de Eldin Džogović | [FORA] 86' Sofiane Ikene entrou no lugar de Chris Philipps | [FORA] 86' Jayson Videira Pereira entrou no lugar de Gerson Rodrigues | [FORA] 79' Fabio Lohei entrou no lugar de Laurent Jans | [CASA] 73' Charles De Ketelaere entrou no lugar de Kevin De Bruyne | [CASA] 65' Zeno Debast entrou no lugar de Amadou Onana | [CASA] 65' Johan Bakayoko entrou no lugar de Timothy Castagne | [CASA] 65' Yannick Carrasco entrou no lugar de Jérémy Doku | [FORA] 54' Vahid Selimović entrou no lugar de Christopher Martins | [CASA] 46' Aster Vranckx entrou no lugar de Axel Witsel | [CASA] 16' Maxim De Cuyper entrou no lugar de Thomas Meunier,[CASA] 81' Leandro Trossard | [CASA] 57' Romelu Lukaku | [CASA] 42' Romelu Lukaku,[CASA] 81' Wout Faes -> Leandro Trossard | [CASA] 57' Jérémy Doku -> Romelu Lukaku
Norway,Int. Friendly Games,World,2024-06-08 17:30:00,Denmark,Norway,Denmark x Norway,3 x 1,3-4-2-1,4-3-3,Kasper Schmeichel | Joachim Andersen | Andreas Christensen | Jannik Vestergaard | Alexander Bah | Morten Hjulmand | Pierre-Emile Højbjerg | Victor Kristiansen | Andreas Skov Olsen | Mikkel Damsgaard | Rasmus Højlund,Ørjan Nyland | Julian Ryerson | Kristoffer Ajer | Leo Østigård | Marcus Pedersen | Martin Ødegaard | Sander Berge | Morten Thorsby | Oscar Bobb | Erling Haaland | Antonio Nusa,[FORA] 88' Hugo Vetlesen entrou no lugar de Sander Berge | [FORA] 88' Erik Botheim entrou no lugar de Oscar Bobb | [CASA] 84' Yussuf Poulsen entrou no lugar de Mikkel Damsgaard | [FORA] 75' Patrick Berg entrou no lugar de Morten Thorsby | [FORA] 75' Andreas Hanche Olsen entrou no lugar de Julian Ryerson | [CASA] 63' Christian Eriksen entrou no lugar de Andreas Skov Olsen | [CASA] 63' Kasper Dolberg entrou no lugar de Rasmus Højlund | [CASA] 63' Joakim Mæhle entrou no lugar de Alexander Bah | [CASA] 63' Simon Kjær entrou no lugar de Andreas Christensen | [FORA] 46' David Møller Wolfe entrou no lugar de Marcus Pedersen | [FORA] 46' Aron Dønnum entrou no lugar de Antonio Nusa | [CASA] 46' Thomas Delaney entrou no lugar de Morten Hjulmand,[CASA] 90' Yussuf Poulsen | [FORA] 72' Erling Haaland | [CASA] 21' Jannik Vestergaard | [CASA] 12' Pierre-Emile Højbjerg,[CASA] 90' Victor Kristiansen -> Yussuf Poulsen | [FORA] 72' Martin Ødegaard -> Erling Haaland | [CASA] 21' Andreas Skov Olsen -> Jannik Vestergaard
Portugal,Int. Friendly Games,World,2024-06-08 16:45:00,Portugal,Croatia,Portugal x Croatia,1 x 2,4-3-3,4-3-3,Diogo Costa | Diogo Dalot | Rúben Dias | Gonçalo Inácio | Nuno Mendes | Bruno Fernandes | João Palhinha | Vitinha | Bernardo Silva | Gonçalo Ramos | João Félix,Dominik Livaković | Josip Stanišić | Josip Šutalo | Marin Pongračić | Joško Gvardiol | Luka Modrić | Marcelo Brozović | Mateo Kovačić | Lovro Majer | Ante Budimir | Andrej Kramarić,[CASA] 84' Matheus Nunes entrou no lugar de Vitinha | [FORA] 75' Luka Ivanušec entrou no lugar de Mateo Kovačić | [FORA] 75' Nikola Vlašić entrou no lugar de Marcelo Brozović | [CASA] 70' Pedro Neto entrou no lugar de Bruno Fernandes | [FORA] 67' Bruno Petković entrou no lugar de Ante Budimir | [FORA] 54' Luka Sučić entrou no lugar de Luka Modrić | [FORA] 54' Mario Pašalić entrou no lugar de Lovro Majer | [FORA] 54' Ivan Perišić entrou no lugar de Andrej Kramarić | [CASA] 46' Nélson Semedo entrou no lugar de Diogo Dalot | [CASA] 46' Rafael Leão entrou no lugar de João Félix | [CASA] 46' Diogo Jota entrou no lugar de Gonçalo Ramos | [CASA] 46' João Cancelo entrou no lugar de Nuno Mendes,[FORA] 56' Ante Budimir | [CASA] 48' Diogo Jota | [FORA] 8' Luka Modrić,[CASA] 48' Nélson Semedo -> Diogo Jota
Sweden,Int. Friendly Games,World,2024-06-08 16:00:00,Sweden,Serbia,Sweden x Serbia,0 x 3,3-4-2-1,3-5-2,Robin Olsen | Emil Krafth | Isak Hien | Victor Lindelöf | Dejan Kulusevski | Anton Salétros | Jens-Lys Cajuste | Emil Forsberg | Niclas Eliasson | Anthony Elanga | Gustaf Nilsson,Predrag Rajković | Nemanja Stojić | Nikola Milenković | Strahinja Pavlović | Andrija Živković | Ivan Ilić | Sergej Milinković-Savić | Saša Lukić | Filip Mladenović | Dušan Vlahović | Aleksandar Mitrović,[FORA] 79' Lazar Samardžić entrou no lugar de Dušan Vlahović | [CASA] 79' Carl Starfelt entrou no lugar de Victor Lindelöf | [FORA] 71' Veljko Birmančević entrou no lugar de Sergej Milinković-Savić | [FORA] 71' Luka Jović entrou no lugar de Andrija Živković | [CASA] 62' Williot Swedberg entrou no lugar de Anthony Elanga | [CASA] 62' Emil Holm entrou no lugar de Emil Forsberg | [FORA] 62' Filip Kostić entrou no lugar de Filip Mladenović | [FORA] 61' Dušan Tadić entrou no lugar de Aleksandar Mitrović | [CASA] 46' Hugo Larsson entrou no lugar de Niclas Eliasson | [FORA] 46' Nemanja Gudelj entrou no lugar de Saša Lukić | [CASA] 46' Alexander Isak entrou no lugar de Gustaf Nilsson,[FORA] 70' Dušan Tadić | [FORA] 60' Aleksandar Mitrović | [FORA] 18' Sergej Milinković-Savić,[FORA] 70' Filip Kostić -> Dušan Tadić | [FORA] 60' Filip Mladenović -> Aleksandar Mitrović | [FORA] 18' Andrija Živković -> Sergej Milinković-Savić
Switzerland,Int. Friendly Games,World,2024-06-08 16:00:00,Switzerland,Austria,Switzerland x Austria,1 x 1,3-4-2-1,4-3-3,Yann Sommer | Nico Elvedi | Manuel Akanji | Ricardo Rodríguez | Silvan Widmer | Remo Freuler | Granit Xhaka | Dan Ndoye | Rubén Vargas | Steven Zuber | Zeki Amdouni,Heinz Lindner | Flavius Daniliuc | Philipp Lienhart | Gernot Trauner | Phillipp Mwene | Konrad Laimer | Nicolas Seiwald | Florian Kainz | Romano Schmid | Michael Gregoritsch | Christoph Baumgartner,[FORA] 76' Matthias Seidl entrou no lugar de Konrad Laimer | [CASA] 76' Cedric Zesiger entrou no lugar de Ricardo Rodríguez | [CASA] 76' Leonidas Stergiou entrou no lugar de Manuel Akanji | [CASA] 76' Vincent Sierro entrou no lugar de Granit Xhaka | [FORA] 67' Kevin Danso entrou no lugar de Gernot Trauner | [FORA] 67' Maximilian Wöber entrou no lugar de Philipp Lienhart | [CASA] 67' Xherdan Shaqiri entrou no lugar de Zeki Amdouni | [CASA] 66' Noah Okafor entrou no lugar de Rubén Vargas | [FORA] 46' Patrick Wimmer entrou no lugar de Florian Kainz | [FORA] 46' Stefan Posch entrou no lugar de Flavius Daniliuc | [FORA] 46' Florian Grillitsch entrou no lugar de Christoph Baumgartner | [CASA] 42' Michel Aebischer entrou no lugar de Steven Zuber,[CASA] 26' Silvan Widmer | [FORA] 5' Christoph Baumgartner,[FORA] 5' Florian Kainz -> Christoph Baumgartner
Cabo Verde,"FIFA World Cup, Qualification CAF, Group D",Africa,2024-06-08 13:00:00,Cameroon,Cabo Verde,Cameroon x Cabo Verde,4 x 1,3-4-3,4-2-3-1,André Onana | Christopher Wooh | Michael Ngadeu | Nouhou Tolo | Jackson Tchatchoua | Frank Anguissa | Carlos Baleba | Martin Hongla | Bryan Mbeumo | Vincent Aboubakar | Nicolas Moumie Ngamaleu,Vozinha | Steven Moreira | Pico | Logan Costa | Kevin Lenini | Jamiro Monteiro | Deroy Duarte | Ryan Mendes | João Paulo | Jovane Cabral | Bebé,[CASA] 85' Harold Moukoudi entrou no lugar de Michael Ngadeu | [CASA] 84' Faris Moumbagna entrou no lugar de Vincent Aboubakar | [CASA] 80' Pierre Kunde entrou no lugar de Carlos Baleba | [CASA] 71' Didier Lamkel Zé entrou no lugar de Nicolas Moumie Ngamaleu | [FORA] 70' Laros Duarte entrou no lugar de Jamiro Monteiro | [FORA] 62' Dailon Rocha Livramento entrou no lugar de Bebé | [FORA] 62' Hélio Varela entrou no lugar de Jovane Cabral | [FORA] 62' Garry Rodrigues entrou no lugar de Ryan Mendes | [FORA] 46' Patrick Andrade entrou no lugar de Deroy Duarte,[CASA] 54' Nouhou Tolo | [CASA] 44' Vincent Aboubakar | [FORA] 37' Jamiro Monteiro | [CASA] 25' Vincent Aboubakar | [CASA] 13' Michael Ngadeu,[CASA] 54' Michael Ngadeu -> Nouhou Tolo | [FORA] 37' Bebé -> Jamiro Monteiro | [CASA] 25' Nicolas Moumie Ngamaleu -> Vincent Aboubakar | [CASA] 13' Nicolas Moumie Ngamaleu -> Michael Ngadeu
Paraguay,Int. Friendly Games,World,2024-06-08 00:30:00,Peru,Paraguay,Peru x Paraguay,0 x 0,3-4-1-2,4-2-3-1,Pedro Gallese | Miguel Araujo | Carlos Zambrano | Alexander Callens | Andy Polo | Wilder Cartagena | Renato Tapia | Marcos López | Piero Quispe | Gianluca Lapadula | José Rivera,Carlos Coronel | Gustavo Velázquez | Fabián Balbuena | Omar Alderete | Junior Alonso | Mathias Villasanti | Andrés Cubas | Miguel Almirón | Matías Rojas | Ramón Sosa | Alex Arce,[CASA] 90' Jesús Castillo entrou no lugar de Renato Tapia | [CASA] 90' Edison Flores entrou no lugar de Gianluca Lapadula | [FORA] 79' Alejandro Romero entrou no lugar de Matías Rojas | [CASA] 73' Luis Advíncula entrou no lugar de Piero Quispe | [CASA] 73' Sergio Peña entrou no lugar de Marcos López | [FORA] 65' Adam Bareiro entrou no lugar de Alex Arce | [FORA] 64' Julio Enciso entrou no lugar de Miguel Almirón | [CASA] 64' André Carrillo entrou no lugar de Wilder Cartagena | [CASA] 64' Paolo Guerrero entrou no lugar de José Rivera,,
South Africa,"FIFA World Cup, Qualification CAF, Group C",Africa,2024-06-07 19:00:00,Nigeria,South Africa,Nigeria x South Africa,1 x 1,4-4-2,4-4-2,Stanley Nwabali | Benjamin Tanimu | Semi Ajayi | Calvin Bassey | Bright Osayi-Samuel | Kelechi Iheanacho | Alex Iwobi | Wilfred Ndidi | Fisayo Dele-Bashiru | Ademola Lookman | Paul Onuachu,Ronwen Williams | Khuliso Mudau | Siyabonga Ngezana | Mothobi Mvala | Aubrey Modiba | Percy Tau | Teboho Mokoena | Siphephelo Sithole | Elias Mokwana | Themba Zwane | Iqraam Rayners,[FORA] 88' Bathusi Aubaas entrou no lugar de Themba Zwane | [CASA] 80' Terem Moffi entrou no lugar de Paul Onuachu | [CASA] 80' Raphael Onyedika entrou no lugar de Semi Ajayi | [FORA] 79' Thapelo Morena entrou no lugar de Percy Tau | [FORA] 71' Lyle Foster entrou no lugar de Iqraam Rayners | [FORA] 71' Oswin Appollis entrou no lugar de Elias Mokwana | [CASA] 67' Samuel Chukwueze entrou no lugar de Kelechi Iheanacho | [CASA] 61' Alhassan Yusuf entrou no lugar de Fisayo Dele-Bashiru,[CASA] 46' Fisayo Dele-Bashiru | [FORA] 29' Themba Zwane,[CASA] 46' Alex Iwobi -> Fisayo Dele-Bashiru | [FORA] 29' Siphephelo Sithole -> Themba Zwane
Côte d'Ivoire,"FIFA World Cup, Qualification CAF, Group F",Africa,2024-06-07 19:00:00,Côte d'Ivoire,Gabon,Côte d'Ivoire x Gabon,1 x 0,3-5-2,4-3-3,Yahia Fofana | Odilon Kossounou | Emmanuel Agbadou | Evan Ndicka | Wilfried Singo | Franck Kessié | Jean Michaël Seri | Seko Fofana | Ghislain Konan | Oumar Diakité | Sébastien Haller,Loyce  Mbaba | Jérémy Oyono | Alex Moussounda | Bruno Ecuele Manga | Jacques Ekomié | Guélor Kanga | Medwin Biteghé | Mario Lemina | Jim Allevinah | Pierre-Emerick Aubameyang | Denis Bouanga,[FORA] 90' Axel Meye entrou no lugar de Denis Bouanga | [FORA] 89' Eric Bocoum entrou no lugar de Guélor Kanga | [CASA] 86' Emmanuel Latte Lath entrou no lugar de Oumar Diakité | [CASA] 86' Christopher Operi entrou no lugar de Ghislain Konan | [CASA] 78' Mohammed Diomande entrou no lugar de Jean Michaël Seri | [FORA] 67' Aaron Appindangoyé entrou no lugar de Jacques Ekomié | [FORA] 67' David Sambissa entrou no lugar de Jérémy Oyono | [CASA] 66' Simon Adingra entrou no lugar de Sébastien Haller | [CASA] 65' Lazare Amani entrou no lugar de Seko Fofana,[CASA] 36' Seko Fofana,[CASA] 36' Franck Kessié -> Seko Fofana
Morocco,"FIFA World Cup, Qualification CAF, Group E",Africa,2024-06-07 19:00:00,Morocco,Zambia,Morocco x Zambia,2 x 1,4-2-3-1,3-4-2-1,Bono | Achraf Hakimi | Nayef Aguerd | Romain Saïss | Yahia Attiyat Allah | Azzedine Ounahi | Oussama El Azzouzi | Hakim Ziyech | Brahim Díaz | Eliesse Ben Seghir | Youssef En-Nesyri,Lawrence Mulenga | Tandi Mwape | Stoppila Sunzu | Frankie Musonda | Gift Prosper Mphande | Miguel Changa Chaiwa | Emmanuel Banda | Lubambo Musonda | Kings Kangwa | Kelvin Kampamba | Patson Daka,[FORA] 89' Kennedy Musonda entrou no lugar de Tandi Mwape | [FORA] 86' Evans Kangwa entrou no lugar de Emmanuel Banda | [FORA] 78' Edward Chilufya entrou no lugar de Kelvin Kampamba | [CASA] 78' Bilal El Khannouss entrou no lugar de Azzedine Ounahi | [CASA] 77' Amine Adli entrou no lugar de Eliesse Ben Seghir | [CASA] 64' Soufiane Rahimi entrou no lugar de Hakim Ziyech | [CASA] 64' Ayoub El Kaabi entrou no lugar de Youssef En-Nesyri,[FORA] 80' Edward Chilufya | [CASA] 67' Eliesse Ben Seghir | [CASA] 6' Hakim Ziyech,[FORA] 80' Kings Kangwa -> Edward Chilufya | [CASA] 67' Brahim Díaz -> Eliesse Ben Seghir
